Brand,Model,Status,Screen Size,Processor Type,RAM Size,Graphic Card,Hard Drive,Warranty Status,Delivery
Dell,Precision,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,Precision,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Hãng Khác,Dòng Khác,Mới,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Còn bảo hành,Tự giao hàng
Samsung,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Khác,320 GB,Còn bảo hành,Tự giao hàng
Apple,Macbook,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core 2 Duo,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng
Dell,XPS,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,128 GB,Còn bảo hành,Tự giao hàng
Asus,X series,Đã sử dụng (qua sửa chữa),13 - 14.9 inch,Intel Core i3,2 GB,NVIDIA,500 GB,Còn bảo hành,Tự giao hàng
HP,ProBook,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,XPS,Mới,13 - 14.9 inch,Intel Core i7,4 GB,NVIDIA,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,AMD,512 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
HP,Pavilion,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,Onboard,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
HP,Pavilion,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,1 TB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,Precision,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Asus,X series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,1 TB,Còn bảo hành,Dùng dịch vụ giao hàng
Toshiba,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Dùng dịch vụ giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng
Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,250 GB,Còn bảo hành,Không giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Không giao hàng
Panasonic,CF,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Không giao hàng
HP,Pavilion,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng
HP,Pavilion,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),>= 21 inch,Intel Core i3,8 GB,Khác,128 GB,Còn bảo hành,Không giao hàng
Asus,G series,Mới,15 - 16.9 inch,Intel Core i7,32 GB,NVIDIA,1 TB,Còn bảo hành,Không giao hàng
Samsung,R-Series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,320 GB,Còn bảo hành,Không giao hàng
Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,1 TB,Còn bảo hành,Không giao hàng
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Toshiba,Dòng Khác,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core 2 Duo,4 GB,Onboard,320 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
HP,Elitebook,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Asus,G series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,> 1 TB,Còn bảo hành,Không giao hàng
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,> 1 TB,Còn bảo hành,Không giao hàng
Asus,X series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,320 GB,Còn bảo hành,Không giao hàng
Acer,Aspire,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,256 GB,Còn bảo hành,Không giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,8 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,Precision,Đã sử dụng (qua sửa chữa),13 - 14.9 inch,Intel Core i7,8 GB,AMD,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
HP,Elitebook,Đã sử dụng (chưa sửa chữa),17 - 18.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Còn bảo hành,Không giao hàng
Dell,Alienware,Mới,15 - 16.9 inch,Intel Core i7,32 GB,NVIDIA,1 TB,Còn bảo hành,Không giao hàng
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,NVIDIA,500 GB,Còn bảo hành,Không giao hàng
HP,Compaq,Đã sử dụng (qua sửa chữa),13 - 14.9 inch,Intel Pentium,2 GB,NVIDIA,320 GB,Còn bảo hành,Không giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,4 GB,NVIDIA,128 GB,Còn bảo hành,Không giao hàng
HP,Elitebook,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,4 GB,NVIDIA,128 GB,Còn bảo hành,Không giao hàng
Dell,Latitude,Mới,11 - 12.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Không giao hàng
Dell,Latitude,Đã sử dụng (qua sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,AMD,500 GB,Hết bảo hành,Không giao hàng
HP,ProBook,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Hết bảo hành,Không giao hàng
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng
Dell,Latitude,Mới,11 - 12.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Còn bảo hành,Tự giao hàng
Toshiba,Satellite Series,Đã sử dụng (chưa sửa chữa),17 - 18.9 inch,Intel Core i7,8 GB,Onboard,< 128 GB,Còn bảo hành,Tự giao hàng
Sony,E Series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Dùng dịch vụ giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
HP,Elitebook,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Sony,E Series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,8 GB,NVIDIA,320 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,Precision,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,32 GB,Khác,512 GB,Còn bảo hành,Không giao hàng
Dell,XPS,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Còn bảo hành,Không giao hàng
HP,Pavilion,Mới,15 - 16.9 inch,Intel Core i5,4 GB,NVIDIA,256 GB,Còn bảo hành,Không giao hàng
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i5,4 GB,NVIDIA,256 GB,Còn bảo hành,Không giao hàng
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Còn bảo hành,Không giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,250 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,250 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
HP,Elitebook,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Razer,Blade Stealth,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,16 GB,Onboard,256 GB,Còn bảo hành,Dùng dịch vụ giao hàng
Apple,Macbook,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Khác,128 GB,Còn bảo hành,Không giao hàng
Asus,S series,Mới,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,512 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,XPS,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,XPS,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,AMD,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
HP,Notebook,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,AMD,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Asus,ROG Strix Scar,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Còn bảo hành,Không giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Còn bảo hành,Dùng dịch vụ giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Còn bảo hành,Dùng dịch vụ giao hàng
Asus,X series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,1 TB,Còn bảo hành,Không giao hàng
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,NVIDIA,1 TB,Còn bảo hành,Không giao hàng
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Không giao hàng
Sony,C Series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,250 GB,Còn bảo hành,Không giao hàng
Apple,Macbook Pro Touch Bar,Đã sử dụng (qua sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Còn bảo hành,Không giao hàng
Apple,Macbook Pro Touch Bar,Mới,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Còn bảo hành,Không giao hàng
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Còn bảo hành,Không giao hàng
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Khác,500 GB,Còn bảo hành,Không giao hàng
Apple,Macbook,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Khác,4 GB,Khác,500 GB,Còn bảo hành,Không giao hàng
Apple,Macbook,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Khác,500 GB,Còn bảo hành,Không giao hàng
Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i5,16 GB,Onboard,512 GB,Còn bảo hành,Không giao hàng
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,500 GB,Còn bảo hành,Không giao hàng
Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Còn bảo hành,Không giao hàng
Asus,K series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Lenovo,ThinkPad,Mới,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,2 GB,Onboard,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Asus,A series,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
HP,Compaq,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,NVIDIA,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,250 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Toshiba,Satellite Series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,AMD,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Sony,Dòng Khác,Đã sử dụng (qua sửa chữa),15 - 16.9 inch,Khác,> 32GB,Khác,1 TB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
HP,Pavilion,Mới,15 - 16.9 inch,Khác,> 32GB,Khác,1 TB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Khác,128 GB,Còn bảo hành,Không giao hàng
HP,ProBook,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Còn bảo hành,Không giao hàng
Apple,Macbook,Mới,11 - 12.9 inch,AMD,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hàng
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Asus,ASUSPRO,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Dùng dịch vụ giao hàng
Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,Khác,256 GB,Còn bảo hành,Dùng dịch vụ giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Còn bảo hành,Không giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Khác,128 GB,Còn bảo hành,Dùng dịch vụ giao hàng
Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Khác,128 GB,Còn bảo hành,Dùng dịch vụ giao hàng
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,256 GB,Còn bảo hành,Dùng dịch vụ giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Còn bảo hành,Dùng dịch vụ giao hàng
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Còn bảo hành,Dùng dịch vụ giao hàng
HP,ProBook,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,Khác,128 GB,Còn bảo hành,Không giao hàng
Toshiba,Portege,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,250 GB,Còn bảo hành,Dùng dịch vụ giao hàng
Asus,Zenbook Series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,512 GB,Còn bảo hành,Dùng dịch vụ giao hàng
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,250 GB,Còn bảo hành,Dùng dịch vụ giao hàng
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Lenovo,Essential (G series),Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,6 GB,Khác,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,Vostro,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Khác,1 TB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Acer,Aspire,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,2 GB,Onboard,500 GB,Còn bảo hành,Không giao hàng
Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Còn bảo hành,Không giao hàng
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Còn bảo hành,Không giao hàng
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Còn bảo hành,Không giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,320 GB,Còn bảo hành,Không giao hàng
Dell,Precision,Mới,15 - 16.9 inch,Intel Xeon,8 GB,NVIDIA,512 GB,Còn bảo hành,Tự giao hàng
Asus,Zenbook Series,Mới,13 - 14.9 inch,Ryzen 5,8 GB,NVIDIA,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
HP,Pavilion,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
HP,Pavilion,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,Onboard,500 GB,Còn bảo hành,Tự giao hàng
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core 2 Duo,2 GB,Onboard,500 GB,Còn bảo hành,Tự giao hàng
HP,ZBook,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,250 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Acer,Aspire,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Toshiba,Portege,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,320 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core 2 Duo,1 GB,Onboard,320 GB,Còn bảo hành,Tự giao hàng
HP,OMEN,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,128 GB,Còn bảo hành,Tự giao hàng
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,8 GB,NVIDIA,128 GB,Còn bảo hành,Tự giao hàng
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i7,8 GB,NVIDIA,128 GB,Còn bảo hành,Tự giao hàng
Dell,Vostro,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i7,8 GB,AMD,> 1 TB,Còn bảo hành,Tự giao hàng
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,4 GB,NVIDIA,512 GB,Còn bảo hành,Tự giao hàng
Asus,X series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,Onboard,512 GB,Còn bảo hành,Không giao hàng
HP,Elitebook,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Còn bảo hành,Không giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),11 - 12.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,Latitude,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i3,4 GB,AMD,128 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),15 - 16.9 inch,Intel Core 2 Duo,4 GB,Onboard,320 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Asus,K series,Đã sử dụng (chưa sửa chữa),13 - 14.9 inch,Intel Core i5,4 GB,Khác,500 GB,Còn bảo hành,Tự giao hoặc đặt dịch vụ giao hàng
Dell,Precision,Đã sử dụng (chưa sửa chữa),17 - 18.9 inch,Intel Core i7,8 GB,NVIDIA,256 GB,Còn bảo hành,Không giao hàng
Dell,Precision,Đã sử dụng (chưa sửa chữa),17 - 18.9 inch,Intel Core i7,8 GB,NVIDIA,256 GB,Còn bảo hành,Không giao hàng
